,global_id,X1_x,X2_x,기업유형,경기전망,내수전망,수출전망,영업이익실적,자금사정실적,판매대금회수지연,자금조달곤란,업체간 과당경쟁,인력확보난,인건비상승,월,X1_y,X2_y,기업유형,경기전망,내수전망,수출전망,영업이익실적,자금사정실적,판매대금회수지연,자금조달곤란,업체간 과당경쟁,인력확보난,인건비상승,월,X1_x,X2_x,기업유형,경기전망,내수전망,수출전망,영업이익실적,자금사정실적,판매대금회수지연,자금조달곤란,업체간 과당경쟁,인력확보난,인건비상승,월,X1_y,X2_y,기업유형,경기전망,내수전망,수출전망,영업이익실적,자금사정실적,판매대금회수지연,자금조달곤란,업체간 과당경쟁,인력확보난,인건비상승,월,X1_x,X2_x,기업유형,경기전망,내수전망,수출전망,영업이익실적,자금사정실적,판매대금회수지연,자금조달곤란,업체간 과당경쟁,인력확보난,인건비상승,월,X1_y,X2_y,기업유형,경기전망,내수전망,수출전망,영업이익실적,자금사정실적,판매대금회수지연,자금조달곤란,업체간 과당경쟁,인력확보난,인건비상승,월,X1_x,X2_x,기업유형,경기전망,내수전망,수출전망,영업이익실적,자금사정실적,판매대금회수지연,자금조달곤란,업체간 과당경쟁,인력확보난,인건비상승,월,X1_y,X2_y,기업유형,경기전망,내수전망,수출전망,영업이익실적,자금사정실적,판매대금회수지연,자금조달곤란,업체간 과당경쟁,인력확보난,인건비상승,월,X1_x,X2_x,기업유형,경기전망,내수전망,수출전망,영업이익실적,자금사정실적,판매대금회수지연,자금조달곤란,업체간 과당경쟁,인력확보난,인건비상승,월,X1_y,X2_y,기업유형,경기전망,내수전망,수출전망,영업이익실적,자금사정실적,판매대금회수지연,자금조달곤란,업체간 과당경쟁,인력확보난,인건비상승,월,X1,X2,기업유형,경기전망,내수전망,수출전망,영업이익실적,자금사정실적,판매대금회수지연,자금조달곤란,업체간 과당경쟁,인력확보난,인건비상승,월
20,134310,24.0,2.0,1.0,4.0,4.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,24.0,2.0,1.0,3.0,3.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,3.0,24.0,2.0,1.0,3.0,3.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,24.0,2.0,1.0,4.0,4.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,5.0,24.0,2.0,1.0,3.0,3.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,6.0,24.0,2.0,1.0,2.0,2.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,7.0,24,2,1,2,1,0,2,2,1,1,0,0,0,8,24.0,2.0,1.0,4.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,9.0,24.0,2.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,10.0,24.0,2.0,1.0,3.0,3.0,0.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,11.0,24.0,2.0,1.0,4.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0
21,134311,36.0,2.0,1.0,3.0,3.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,36.0,2.0,1.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,36.0,2.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,4.0,36.0,2.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,5.0,36.0,2.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,6.0,36.0,2.0,1.0,3.0,3.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,7.0,36,2,1,3,3,0,3,3,0,1,0,0,0,8,36.0,2.0,1.0,4.0,4.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,9.0,36.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,10.0,36.0,2.0,1.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,11.0,36.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,12.0
22,134312,24.0,2.0,1.0,2.0,2.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,24.0,2.0,1.0,3.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,24.0,2.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,24.0,2.0,1.0,4.0,4.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,5.0,24.0,2.0,1.0,4.0,4.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,6.0,24.0,2.0,1.0,4.0,4.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,7.0,24,2,1,2,2,0,4,4,1,0,1,0,1,8,24.0,2.0,1.0,4.0,4.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,9.0,24.0,2.0,1.0,4.0,4.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,10.0,24.0,2.0,1.0,4.0,4.0,0.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,11.0,24.0,2.0,1.0,4.0,4.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,12.0
23,134313,24.0,2.0,1.0,4.0,4.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,2.0,24.0,2.0,1.0,4.0,4.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,3.0,24.0,2.0,1.0,4.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,24.0,2.0,1.0,4.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,5.0,24.0,2.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,6.0,24.0,2.0,1.0,4.0,4.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,7.0,24,2,1,4,4,0,4,3,0,0,1,0,0,8,24.0,2.0,1.0,4.0,4.0,0.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,9.0,24.0,2.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,10.0,24.0,2.0,1.0,2.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,11.0,24.0,2.0,1.0,4.0,4.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,12.0
24,134314,24.0,4.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,24.0,4.0,1.0,3.0,3.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,24.0,4.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,24.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,24.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,6.0,24.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,7.0,24,1,1,3,3,0,3,3,0,0,1,0,0,8,24.0,1.0,1.0,4.0,4.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,9.0,24.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,24.0,1.0,1.0,3.0,3.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,11.0,24.0,1.0,1.0,4.0,4.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,12.0
25,134315,36.0,1.0,1.0,2.0,2.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,36.0,1.0,1.0,3.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,36.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,36.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,36.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,36.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,7.0,36,1,1,2,2,0,2,2,0,0,0,1,1,8,36.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,9.0,36.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,10.0,36.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,11.0,36.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,12.0
26,134316,36.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,36.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,36.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,36.0,1.0,1.0,4.0,4.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,5.0,36.0,1.0,1.0,3.0,3.0,0.0,4.0,3.0,0.0,1.0,1.0,0.0,1.0,6.0,36.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,7.0,36,1,1,1,1,0,1,1,1,1,1,0,1,8,36.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,9.0,36.0,1.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,10.0,36.0,1.0,1.0,3.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,11.0,36.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0
27,134318,24.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,24.0,3.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,24.0,3.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,4.0,24.0,2.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,5.0,24.0,2.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,6.0,24.0,2.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,7.0,24,2,1,3,3,0,3,3,0,0,1,0,1,8,24.0,2.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,9.0,24.0,2.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,10.0,24.0,2.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,11.0,24.0,2.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,12.0
28,134320,24.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,24.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,24.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,4.0,24.0,1.0,1.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,5.0,24.0,1.0,1.0,3.0,3.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,6.0,24.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,7.0,24,1,1,2,2,0,3,3,0,0,1,0,0,8,24.0,3.0,1.0,3.0,3.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,9.0,24.0,3.0,1.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,10.0,24.0,3.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,11.0,24.0,3.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,12.0
29,134321,24.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,24.0,2.0,1.0,3.0,3.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,24.0,2.0,1.0,3.0,3.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,24.0,2.0,1.0,3.0,3.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,5.0,24.0,2.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,24.0,2.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,7.0,24,2,1,3,3,0,2,2,1,1,0,0,1,8,24.0,2.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,9.0,24.0,2.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,10.0,24.0,2.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,11.0,24.0,2.0,1.0,4.0,4.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,12.0
30,134322,24.0,1.0,1.0,2.0,3.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,24.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,24.0,1.0,1.0,4.0,4.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,4.0,24.0,1.0,1.0,4.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,5.0,24.0,1.0,1.0,3.0,3.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,6.0,24.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,24,1,1,1,1,0,2,2,1,1,1,0,1,8,24.0,1.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,9.0,24.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0,24.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,11.0,24.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,12.0
31,134323,36.0,2.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,36.0,2.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,36.0,2.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,36.0,2.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,36.0,2.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,6.0,36.0,2.0,1.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,7.0,36,2,1,3,3,0,3,3,0,1,0,0,0,8,36.0,2.0,1.0,4.0,4.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,36.0,2.0,1.0,3.0,3.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,10.0,36.0,2.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,36.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0
32,134324,36.0,3.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,36.0,3.0,1.0,3.0,3.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,36.0,3.0,1.0,3.0,3.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,4.0,36.0,3.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,5.0,36.0,3.0,1.0,3.0,3.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,6.0,36.0,3.0,1.0,2.0,2.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,7.0,36,3,1,2,2,0,1,1,1,1,1,0,1,8,36.0,3.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,9.0,36.0,3.0,1.0,3.0,3.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,10.0,36.0,3.0,1.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,11.0,36.0,3.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,12.0
33,134325,24.0,3.0,1.0,4.0,4.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,24.0,3.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,24.0,3.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,24.0,3.0,1.0,2.0,2.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,24.0,3.0,1.0,3.0,3.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,6.0,24.0,3.0,1.0,3.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,7.0,24,3,1,1,1,0,2,2,0,1,0,0,0,8,24.0,3.0,1.0,3.0,3.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,9.0,24.0,3.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,10.0,24.0,3.0,1.0,3.0,3.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,11.0,24.0,3.0,1.0,3.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,12.0
34,134326,24.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,24.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,24.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,1.0,1.0,3.0,3.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,5.0,24.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,6.0,24.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,7.0,24,1,1,3,3,0,3,3,0,0,1,0,0,8,24.0,1.0,1.0,4.0,4.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,9.0,24.0,1.0,1.0,2.0,2.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,10.0,24.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,11.0,,,,,,,,,,,,,,
35,134327,24.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,24.0,1.0,1.0,4.0,4.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,24.0,1.0,1.0,4.0,4.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,24.0,1.0,1.0,3.0,3.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,6.0,24.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,7.0,24,1,1,3,3,0,3,3,0,0,0,0,0,8,24.0,1.0,1.0,3.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,24.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,24.0,1.0,1.0,3.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,11.0,24.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0
36,134328,24.0,4.0,1.0,3.0,2.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,2.0,1.0,4.0,4.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,5.0,24.0,2.0,1.0,3.0,3.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,6.0,24.0,2.0,1.0,3.0,3.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,7.0,24,2,1,3,3,0,3,3,0,0,1,0,0,8,24.0,2.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,9.0,24.0,2.0,1.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,10.0,24.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,11.0,24.0,4.0,1.0,3.0,3.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,12.0
37,134329,24.0,3.0,1.0,3.0,2.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,24.0,3.0,1.0,3.0,3.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,24.0,3.0,1.0,3.0,3.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,4.0,24.0,4.0,1.0,3.0,3.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,24.0,4.0,1.0,2.0,2.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,6.0,24.0,4.0,1.0,3.0,3.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,7.0,24,4,1,3,3,0,3,3,1,0,0,0,1,8,24.0,4.0,1.0,2.0,2.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,9.0,24.0,4.0,1.0,3.0,3.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,10.0,24.0,4.0,1.0,3.0,3.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,11.0,24.0,4.0,1.0,3.0,3.0,0.0,3.0,4.0,1.0,0.0,1.0,1.0,1.0,12.0
38,134330,36.0,6.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,36.0,6.0,1.0,3.0,3.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,36.0,6.0,1.0,3.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,4.0,36.0,6.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,36.0,6.0,1.0,4.0,4.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,6.0,36.0,6.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,7.0,36,6,1,3,3,0,2,2,0,1,1,0,1,8,36.0,6.0,1.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,36.0,6.0,1.0,3.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,36.0,6.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,36.0,6.0,1.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0
39,134331,36.0,2.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,36.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,36.0,2.0,1.0,3.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,4.0,36.0,2.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,36.0,2.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,36.0,2.0,1.0,3.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,7.0,36,2,1,4,4,0,3,3,0,0,0,0,0,8,36.0,2.0,1.0,2.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,9.0,36.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,10.0,36.0,2.0,1.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,36.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0
40,134332,24.0,3.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,24.0,3.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,24.0,1.0,1.0,3.0,3.0,0.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,4.0,,,,,,,,,,,,,,,24.0,1.0,1.0,3.0,3.0,0.0,4.0,2.0,1.0,0.0,1.0,0.0,1.0,6.0,24.0,3.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,7.0,24,1,1,3,3,0,3,2,0,0,1,0,1,8,24.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,9.0,24.0,1.0,1.0,2.0,3.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,10.0,24.0,4.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,24.0,1.0,1.0,3.0,3.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,12.0
41,134333,24.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,24.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,24.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,24.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,5.0,24.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,6.0,24.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,7.0,24,1,1,4,4,0,3,3,0,0,1,0,1,8,24.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,9.0,24.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,10.0,24.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,11.0,24.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,12.0
